experience_type,emotion_type,problem_type,situation,speaker,strategy,feedback,content
Current Experience,sadness,breakup with partner,Is it normal to feel less passionate toward someone after a long time together?,speaker,,,my immediate impression is that I don't have your full attention.
Current Experience,sadness,breakup with partner,Is it normal to feel less passionate toward someone after a long time together?,listener,Other,,"I apologize, I'm just trying to think of a good solution for you"
Current Experience,sadness,breakup with partner,Is it normal to feel less passionate toward someone after a long time together?,listener,Providing Suggestions,,"I don't know that I would mention looking at other women, and try to reassure her about how you still love her"
Current Experience,sadness,breakup with partner,Is it normal to feel less passionate toward someone after a long time together?,speaker,,4,"Yes I think that's good advice but also I'm starting to think if I actually do love her? I mean I think I do, maybe it's just the length of time we spent together. perhaps I'm thinking too deeply about it?"
Current Experience,sadness,breakup with partner,Is it normal to feel less passionate toward someone after a long time together?,listener,Restatement or Paraphrasing,,"From what I've read, it does seem that you do love her and you're trying to improve your relationship with her."
Current Experience,sadness,breakup with partner,Is it normal to feel less passionate toward someone after a long time together?,speaker,,,"yeah I'm reflecting, I think it's just the length of time we spent together but I just wondered if this was a common thing that people experience in relationships?
"
Current Experience,sadness,breakup with partner,Is it normal to feel less passionate toward someone after a long time together?,listener,Affirmation and Reassurance,,I do think this is a common thing most couples go through. 
Current Experience,sadness,breakup with partner,Is it normal to feel less passionate toward someone after a long time together?,speaker,,3,"Ok that's great. Thanks for the advice
"
Current Experience,sadness,breakup with partner,Is it normal to feel less passionate toward someone after a long time together?,listener,Other,,You're welcome!
Current Experience,anxiety,job crisis,My industry shut down in march due to covid-19 and i have been struggling mentally and financially ever since,speaker,,,"Hello
"
Current Experience,anxiety,job crisis,My industry shut down in march due to covid-19 and i have been struggling mentally and financially ever since,listener,Restatement or Paraphrasing,,"Hey, how are you today? 
"
Current Experience,anxiety,job crisis,My industry shut down in march due to covid-19 and i have been struggling mentally and financially ever since,speaker,,,"Eh, I'm alive, that counts for something.
"
Current Experience,anxiety,job crisis,My industry shut down in march due to covid-19 and i have been struggling mentally and financially ever since,listener,Affirmation and Reassurance,,"Thats an interesting perspective, especially in these strange times.
"
Current Experience,anxiety,job crisis,My industry shut down in march due to covid-19 and i have been struggling mentally and financially ever since,speaker,,4,"I have a lot to be thankful for, I'm just extremely anxious about my situation
"
Current Experience,anxiety,job crisis,My industry shut down in march due to covid-19 and i have been struggling mentally and financially ever since,speaker,,,"are you still there?
"
Current Experience,anxiety,job crisis,My industry shut down in march due to covid-19 and i have been struggling mentally and financially ever since,listener,Other,,I'm so sorry
Current Experience,anxiety,job crisis,My industry shut down in march due to covid-19 and i have been struggling mentally and financially ever since,speaker,,,"No worries! Glad you're back.
"
Current Experience,anxiety,job crisis,My industry shut down in march due to covid-19 and i have been struggling mentally and financially ever since,listener,Other,,"Internet went out for some reason, maybe it's tired."
Current Experience,anxiety,job crisis,My industry shut down in march due to covid-19 and i have been struggling mentally and financially ever since,speaker,,4,"I can relate
"
Current Experience,anxiety,job crisis,My industry shut down in march due to covid-19 and i have been struggling mentally and financially ever since,listener,Affirmation and Reassurance,,"I see you are anxious about something, how can I help you? I would love to help find a solution."
Current Experience,anxiety,job crisis,My industry shut down in march due to covid-19 and i have been struggling mentally and financially ever since,speaker,,,"I am just financially wayyy behind, the unemployment system has failed me, and I'm not finding work
"
Current Experience,anxiety,job crisis,My industry shut down in march due to covid-19 and i have been struggling mentally and financially ever since,listener,Self-disclosure,,"I see, believe it or not; that is what a lot of people are struggling with. No worries, I have been there, so I can help."
Current Experience,anxiety,job crisis,My industry shut down in march due to covid-19 and i have been struggling mentally and financially ever since,listener,Providing Suggestions,,So you are behind. First list all of your monthly expenses. Is there something you can cut?
Current Experience,anxiety,job crisis,My industry shut down in march due to covid-19 and i have been struggling mentally and financially ever since,speaker,,4,"haha I
"
Current Experience,anxiety,job crisis,My industry shut down in march due to covid-19 and i have been struggling mentally and financially ever since,speaker,,,"I have been cutting since March.
"
Current Experience,anxiety,job crisis,My industry shut down in march due to covid-19 and i have been struggling mentally and financially ever since,speaker,,,"I know I'm not alone. The issue isn't that my living expenses are too high, it's that I cannot make any money
"
Current Experience,anxiety,job crisis,My industry shut down in march due to covid-19 and i have been struggling mentally and financially ever since,listener,Providing Suggestions,,"I understand, knowing and cutting unnecessary expenses is key."
Current Experience,anxiety,job crisis,My industry shut down in march due to covid-19 and i have been struggling mentally and financially ever since,speaker,,,"Well, just my rent is 600. I've made 250 dollars this month
"
Current Experience,anxiety,job crisis,My industry shut down in march due to covid-19 and i have been struggling mentally and financially ever since,speaker,,,"anyway, thanks for helping me earnt he bonus for this task... have a good day
"
Current Experience,anxiety,job crisis,My industry shut down in march due to covid-19 and i have been struggling mentally and financially ever since,listener,Information,,"For income, have you talked to someone from your university/college; they can provide tools and information to finding a job in your field."
Current Experience,anxiety,job crisis,My industry shut down in march due to covid-19 and i have been struggling mentally and financially ever since,speaker,,2,"I'm sorry, did I say I even went to college? I don't remember saying that...
"
Current Experience,anxiety,job crisis,My industry shut down in march due to covid-19 and i have been struggling mentally and financially ever since,listener,Information,,"I hope I helped, Mturk and Usercrowd are get ways to earn money. Also there are free websites that provide free coding classes. Once you master it, you can find a lot of jobs and projects."
Current Experience,depression,breakup with partner,I feel like my life is over.I have nothing else to live for.,speaker,,,Hello can you help me?
Current Experience,depression,breakup with partner,I feel like my life is over.I have nothing else to live for.,listener,Other,,Sure tell me more about the problem please.
Current Experience,depression,breakup with partner,I feel like my life is over.I have nothing else to live for.,speaker,,,"My boyfriend just left me
"
Current Experience,depression,breakup with partner,I feel like my life is over.I have nothing else to live for.,speaker,,,"I am destroyed
"
Current Experience,depression,breakup with partner,I feel like my life is over.I have nothing else to live for.,listener,Affirmation and Reassurance,,I'm so sorry to hear that your boyfriend left you.  That can be so difficult.
Current Experience,depression,breakup with partner,I feel like my life is over.I have nothing else to live for.,speaker,,2,I don't have anything to live for anymore
Current Experience,depression,breakup with partner,I feel like my life is over.I have nothing else to live for.,listener,Questions,,I'm so sorry you feel that way.  Have you sought any counseling for the problem?
Current Experience,depression,breakup with partner,I feel like my life is over.I have nothing else to live for.,speaker,,,"No, how can they help me?"
Current Experience,depression,breakup with partner,I feel like my life is over.I have nothing else to live for.,listener,Self-disclosure,,My family member had a very difficult situation starting at an early age where he had severe anxiety.  He went to a counselor and they sent him to a doctor who gave him medications that actually reversed the anxiety.  He is a different person today and living a much more free life because the doctor saved him.  
Current Experience,depression,breakup with partner,I feel like my life is over.I have nothing else to live for.,listener,Questions,,Do you have family that can support you?
Current Experience,depression,breakup with partner,I feel like my life is over.I have nothing else to live for.,listener,Questions,,"Are you there?
"
Current Experience,depression,breakup with partner,I feel like my life is over.I have nothing else to live for.,listener,Affirmation and Reassurance,,I'd like to help you if you are there. It must be so hard what you are going through.
Current Experience,depression,breakup with partner,I feel like my life is over.I have nothing else to live for.,listener,Questions,,"Are you there?
"
Current Experience,sadness,breakup with partner,"In psychology, a mood is an affective state.In contrast to emotions or feelings, moods are less specific, less intense and less likely to be provoked or instantiated by a particular stimulus or event.Moods are typically described as having either a positive or negative valence.",listener,Questions,,"Good afternoon, what can I help you with today?  "
Current Experience,sadness,breakup with partner,"In psychology, a mood is an affective state.In contrast to emotions or feelings, moods are less specific, less intense and less likely to be provoked or instantiated by a particular stimulus or event.Moods are typically described as having either a positive or negative valence.",speaker,,,hi
Current Experience,sadness,breakup with partner,"In psychology, a mood is an affective state.In contrast to emotions or feelings, moods are less specific, less intense and less likely to be provoked or instantiated by a particular stimulus or event.Moods are typically described as having either a positive or negative valence.",speaker,,,im feel sad
Current Experience,sadness,breakup with partner,"In psychology, a mood is an affective state.In contrast to emotions or feelings, moods are less specific, less intense and less likely to be provoked or instantiated by a particular stimulus or event.Moods are typically described as having either a positive or negative valence.",listener,Questions,,I'm sorry to hear you're feeling down today.  Are you sad about something specific?  
Current Experience,sadness,breakup with partner,"In psychology, a mood is an affective state.In contrast to emotions or feelings, moods are less specific, less intense and less likely to be provoked or instantiated by a particular stimulus or event.Moods are typically described as having either a positive or negative valence.",speaker,,1,plan to sucide
Current Experience,sadness,breakup with partner,"In psychology, a mood is an affective state.In contrast to emotions or feelings, moods are less specific, less intense and less likely to be provoked or instantiated by a particular stimulus or event.Moods are typically described as having either a positive or negative valence.",listener,Providing Suggestions,,That is far above the scope of this study.  You need to call the suicide hotline.  1-800-273-8255
Current Experience,sadness,breakup with partner,"In psychology, a mood is an affective state.In contrast to emotions or feelings, moods are less specific, less intense and less likely to be provoked or instantiated by a particular stimulus or event.Moods are typically described as having either a positive or negative valence.",speaker,,,felought bad mood
Current Experience,sadness,breakup with partner,"In psychology, a mood is an affective state.In contrast to emotions or feelings, moods are less specific, less intense and less likely to be provoked or instantiated by a particular stimulus or event.Moods are typically described as having either a positive or negative valence.",listener,Providing Suggestions,,Or call 911 or 999.  
Current Experience,sadness,breakup with partner,"In psychology, a mood is an affective state.In contrast to emotions or feelings, moods are less specific, less intense and less likely to be provoked or instantiated by a particular stimulus or event.Moods are typically described as having either a positive or negative valence.",speaker,,1,lets try somthing
Current Experience,sadness,breakup with partner,"In psychology, a mood is an affective state.In contrast to emotions or feelings, moods are less specific, less intense and less likely to be provoked or instantiated by a particular stimulus or event.Moods are typically described as having either a positive or negative valence.",listener,Providing Suggestions,,"No, you cannot tell a person you have a plan for suicide on a literal HIT on mTurk and then backtrack.  "
Current Experience,sadness,breakup with partner,"In psychology, a mood is an affective state.In contrast to emotions or feelings, moods are less specific, less intense and less likely to be provoked or instantiated by a particular stimulus or event.Moods are typically described as having either a positive or negative valence.",speaker,,,"ok, done"
Current Experience,sadness,breakup with partner,"In psychology, a mood is an affective state.In contrast to emotions or feelings, moods are less specific, less intense and less likely to be provoked or instantiated by a particular stimulus or event.Moods are typically described as having either a positive or negative valence.",speaker,,,im done with you
Current Experience,sadness,breakup with partner,"In psychology, a mood is an affective state.In contrast to emotions or feelings, moods are less specific, less intense and less likely to be provoked or instantiated by a particular stimulus or event.Moods are typically described as having either a positive or negative valence.",listener,Other,,Please contact the local authorities or the suicide hotline.  
Current Experience,sadness,breakup with partner,"In psychology, a mood is an affective state.In contrast to emotions or feelings, moods are less specific, less intense and less likely to be provoked or instantiated by a particular stimulus or event.Moods are typically described as having either a positive or negative valence.",speaker,,4,ok now feels good
Current Experience,sadness,breakup with partner,"In psychology, a mood is an affective state.In contrast to emotions or feelings, moods are less specific, less intense and less likely to be provoked or instantiated by a particular stimulus or event.Moods are typically described as having either a positive or negative valence.",listener,Providing Suggestions,,1-800-273-8266 is the international suicide hotline.  
Current Experience,sadness,breakup with partner,"In psychology, a mood is an affective state.In contrast to emotions or feelings, moods are less specific, less intense and less likely to be provoked or instantiated by a particular stimulus or event.Moods are typically described as having either a positive or negative valence.",speaker,,,ok thank you very much
Current Experience,sadness,breakup with partner,"In psychology, a mood is an affective state.In contrast to emotions or feelings, moods are less specific, less intense and less likely to be provoked or instantiated by a particular stimulus or event.Moods are typically described as having either a positive or negative valence.",speaker,,,lets finish this conversations
Current Experience,sadness,breakup with partner,"In psychology, a mood is an affective state.In contrast to emotions or feelings, moods are less specific, less intense and less likely to be provoked or instantiated by a particular stimulus or event.Moods are typically described as having either a positive or negative valence.",speaker,,,make it quick
Current Experience,sadness,breakup with partner,"In psychology, a mood is an affective state.In contrast to emotions or feelings, moods are less specific, less intense and less likely to be provoked or instantiated by a particular stimulus or event.Moods are typically described as having either a positive or negative valence.",listener,Other,,It's up to you to end the chat.  I won't be losing my bonus because you don't take the HIT seriously. 
Current Experience,sadness,breakup with partner,"In psychology, a mood is an affective state.In contrast to emotions or feelings, moods are less specific, less intense and less likely to be provoked or instantiated by a particular stimulus or event.Moods are typically described as having either a positive or negative valence.",speaker,,4,"no way, we chat now"
Current Experience,sadness,breakup with partner,"In psychology, a mood is an affective state.In contrast to emotions or feelings, moods are less specific, less intense and less likely to be provoked or instantiated by a particular stimulus or event.Moods are typically described as having either a positive or negative valence.",speaker,,,"hey, r u there"
Current Experience,sadness,breakup with partner,"In psychology, a mood is an affective state.In contrast to emotions or feelings, moods are less specific, less intense and less likely to be provoked or instantiated by a particular stimulus or event.Moods are typically described as having either a positive or negative valence.",listener,Other,,Please call the internation suicide hotline if you're feeling suicidal.  
Current Experience,sadness,breakup with partner,"In psychology, a mood is an affective state.In contrast to emotions or feelings, moods are less specific, less intense and less likely to be provoked or instantiated by a particular stimulus or event.Moods are typically described as having either a positive or negative valence.",speaker,,,"im already try it
"
Current Experience,sadness,breakup with partner,"In psychology, a mood is an affective state.In contrast to emotions or feelings, moods are less specific, less intense and less likely to be provoked or instantiated by a particular stimulus or event.Moods are typically described as having either a positive or negative valence.",listener,Providing Suggestions,,"So you're on the phone with them, good.  You should tell the operator you have a plan and disconnect from this chat. "
Current Experience,sadness,breakup with partner,"In psychology, a mood is an affective state.In contrast to emotions or feelings, moods are less specific, less intense and less likely to be provoked or instantiated by a particular stimulus or event.Moods are typically described as having either a positive or negative valence.",speaker,,4,your wish
Current Experience,sadness,breakup with partner,"In psychology, a mood is an affective state.In contrast to emotions or feelings, moods are less specific, less intense and less likely to be provoked or instantiated by a particular stimulus or event.Moods are typically described as having either a positive or negative valence.",speaker,,,im feel good
Current Experience,sadness,breakup with partner,"In psychology, a mood is an affective state.In contrast to emotions or feelings, moods are less specific, less intense and less likely to be provoked or instantiated by a particular stimulus or event.Moods are typically described as having either a positive or negative valence.",listener,Information,,"Disconnect from the chat, please. "
Current Experience,sadness,breakup with partner,"In psychology, a mood is an affective state.In contrast to emotions or feelings, moods are less specific, less intense and less likely to be provoked or instantiated by a particular stimulus or event.Moods are typically described as having either a positive or negative valence.",speaker,,,"why?
"
Current Experience,sadness,breakup with partner,"In psychology, a mood is an affective state.In contrast to emotions or feelings, moods are less specific, less intense and less likely to be provoked or instantiated by a particular stimulus or event.Moods are typically described as having either a positive or negative valence.",listener,Other,,You are not taking this study seriously and are breaking the rules.  
Current Experience,sadness,breakup with partner,"In psychology, a mood is an affective state.In contrast to emotions or feelings, moods are less specific, less intense and less likely to be provoked or instantiated by a particular stimulus or event.Moods are typically described as having either a positive or negative valence.",speaker,,5,yes
Current Experience,sadness,breakup with partner,"In psychology, a mood is an affective state.In contrast to emotions or feelings, moods are less specific, less intense and less likely to be provoked or instantiated by a particular stimulus or event.Moods are typically described as having either a positive or negative valence.",speaker,,,let finish
Current Experience,sadness,breakup with partner,"In psychology, a mood is an affective state.In contrast to emotions or feelings, moods are less specific, less intense and less likely to be provoked or instantiated by a particular stimulus or event.Moods are typically described as having either a positive or negative valence.",listener,Other,,Goodbye.
Current Experience,sadness,breakup with partner,"In psychology, a mood is an affective state.In contrast to emotions or feelings, moods are less specific, less intense and less likely to be provoked or instantiated by a particular stimulus or event.Moods are typically described as having either a positive or negative valence.",speaker,,,bye bye
Current Experience,sadness,breakup with partner,"In psychology, a mood is an affective state.In contrast to emotions or feelings, moods are less specific, less intense and less likely to be provoked or instantiated by a particular stimulus or event.Moods are typically described as having either a positive or negative valence.",speaker,,,gud bye
Current Experience,sadness,breakup with partner,"In psychology, a mood is an affective state.In contrast to emotions or feelings, moods are less specific, less intense and less likely to be provoked or instantiated by a particular stimulus or event.Moods are typically described as having either a positive or negative valence.",listener,Other,,Please disconnect the chat now that you are done. 
Current Experience,sadness,breakup with partner,"In psychology, a mood is an affective state.In contrast to emotions or feelings, moods are less specific, less intense and less likely to be provoked or instantiated by a particular stimulus or event.Moods are typically described as having either a positive or negative valence.",speaker,,5,ok
Current Experience,sadness,breakup with partner,"In psychology, a mood is an affective state.In contrast to emotions or feelings, moods are less specific, less intense and less likely to be provoked or instantiated by a particular stimulus or event.Moods are typically described as having either a positive or negative valence.",listener,Information,,Please press the Quit button.
Current Experience,depression,ongoing depression,Ongoing stresses,speaker,,,"Hello 
"
Current Experience,depression,ongoing depression,Ongoing stresses,speaker,,,"How's it going? 
"
Current Experience,depression,ongoing depression,Ongoing stresses,listener,Restatement or Paraphrasing,,"hello

"
Current Experience,depression,ongoing depression,Ongoing stresses,listener,Restatement or Paraphrasing,,i know
Current Experience,depression,ongoing depression,Ongoing stresses,speaker,,1,"sorry what do you mean?
"
Previous Experience,sadness,problems with friends,I had a huge fight with my best friend and i am really upset,speaker,,,Hello
Previous Experience,sadness,problems with friends,I had a huge fight with my best friend and i am really upset,listener,Reflection of feelings,,hi
Previous Experience,sadness,problems with friends,I had a huge fight with my best friend and i am really upset,listener,Information,,hello
Previous Experience,sadness,problems with friends,I had a huge fight with my best friend and i am really upset,speaker,,5,Hi there!
Previous Experience,sadness,problems with friends,I had a huge fight with my best friend and i am really upset,listener,Questions,,anybody is there
Previous Experience,sadness,problems with friends,I had a huge fight with my best friend and i am really upset,speaker,,,I am here!
Previous Experience,sadness,problems with friends,I had a huge fight with my best friend and i am really upset,listener,Information,,"oh you are there , ok"
Previous Experience,sadness,problems with friends,I had a huge fight with my best friend and i am really upset,listener,Providing Suggestions,,how are you
Previous Experience,sadness,problems with friends,I had a huge fight with my best friend and i am really upset,listener,Questions,,hellow
Previous Experience,sadness,problems with friends,I had a huge fight with my best friend and i am really upset,speaker,,4,"Yes I am. I am ok, just a little down. Best friend and I just got done fighting again over something stupid"
Previous Experience,sadness,problems with friends,I had a huge fight with my best friend and i am really upset,listener,Questions,,who's that 
Previous Experience,sadness,problems with friends,I had a huge fight with my best friend and i am really upset,listener,Questions,,stupid name
Previous Experience,sadness,problems with friends,I had a huge fight with my best friend and i am really upset,speaker,,1,My best friend someone I've known for many years
Previous Experience,sadness,problems with friends,I had a huge fight with my best friend and i am really upset,listener,Self-disclosure,,"ok
"
Previous Experience,sadness,problems with friends,I had a huge fight with my best friend and i am really upset,speaker,,,"We fought over something dumb, they owed me money. I needed money to pay my rent and after several months of asking, I got mad. Turns out they lost their job but I didn't know that. "
Previous Experience,sadness,problems with friends,I had a huge fight with my best friend and i am really upset,listener,Questions,,why loss your job
Previous Experience,sadness,problems with friends,I had a huge fight with my best friend and i am really upset,listener,Questions,,any idea for finish your money problem
Previous Experience,sadness,problems with friends,I had a huge fight with my best friend and i am really upset,speaker,,1,"They lost their job. I borrowed from my next paycheck and found another gig to make up for the cash. It wasn't a big deal. Had I known they were unemployed, I would have not expected the money back and considered it a gift instead of a loan"
Previous Experience,sadness,problems with friends,I had a huge fight with my best friend and i am really upset,speaker,,,It was a few hundred bucks. I'd rather do that than fight like we did and stress both of us out like I did. I should have asked about how their job was and all that instead of assuming they would have my money
Previous Experience,sadness,problems with friends,I had a huge fight with my best friend and i am really upset,listener,Questions,,oh you make the loan
Previous Experience,sadness,problems with friends,I had a huge fight with my best friend and i am really upset,listener,Other,,good 
Previous Experience,sadness,problems with friends,I had a huge fight with my best friend and i am really upset,speaker,,1,"I made a loan to pay on time then got another quick little job to pay off the loan. My money concern isn't the issue. It's the fight with my friend. Money can be replaced, no big deal. My friendship suffered due to this fight"
Previous Experience,sadness,problems with friends,I had a huge fight with my best friend and i am really upset,speaker,,,Which sucks pretty hard core. Like I said money is money. It sucked. I took care of it. It was hard but not a huge deal in the end. 
Previous Experience,sadness,problems with friends,I had a huge fight with my best friend and i am really upset,speaker,,,It was much less of a deal than I fought it out to be
Previous Experience,sadness,problems with friends,I had a huge fight with my best friend and i am really upset,listener,Affirmation and Reassurance,,your friend help for you. that's great
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,speaker,,,"Oh my goodness, I don't know what I am going to do with my rude child!
"
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,speaker,,,"She is a teenager now and thinks she knows everything.
"
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,speaker,,,"I am upset with the bad mouthing to the parent.
"
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,speaker,,,"I am the parent and deserve respect.
"
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,listener,Restatement or Paraphrasing,,hello how are you doing?
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,speaker,,,"My child is too big to be spanked.
"
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,speaker,,,"So I have to reason with her.
"
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,speaker,,,"Only thing is, is my child reasonable?
"
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,speaker,,,"I am doing -in upset mode.
"
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,speaker,,,"How are you doing?
"
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,speaker,,,"I hope you are not upset
"
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,listener,Other,,what is the problem?
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,speaker,,2,"Do you have a teenager?
"
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,speaker,,,"That is the problem.
"
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,listener,Other,,yes i do
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,speaker,,,"I would like my child to be more respectful toward us adults and her sibling.
"
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,speaker,,,"I don't like the talk back attitude with smart I know it all attitude.
"
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,speaker,,,"Is your teenager like that too?
"
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,listener,Other,,Well we where teenagers once
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,speaker,,1,"Yes. But that should not mean teenager means being bad.
"
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,speaker,,,"So Im assuming you condone that.
"
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,listener,Restatement or Paraphrasing,,Remember those times when we acted out?
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,speaker,,,"No I could not act out. It was forbidden.
"
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,listener,Affirmation and Reassurance,,"No, I don't in no form."
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,speaker,,1,"Okay.
"
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,listener,Affirmation and Reassurance,,"I was the same way growing up, kids today just don't know how to show respesct"
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,speaker,,,That's true.
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,listener,Reflection of feelings,,Just sit down and talk to them and see what happens.
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,speaker,,2,"That's what always happens is the attitude. I see it everytime. That's the whole point we are talking about.
"
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,listener,Reflection of feelings,,I can truly feel your pain.
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,speaker,,,"Thank you.
"
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,listener,Information,,have you tried counseling?
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,speaker,,1,"Yes!
"
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,speaker,,,"Thank you!
"
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,listener,Questions,,How did that go?
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,speaker,,,"Very formally.
"
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,listener,Questions,,Did it help any?
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,speaker,,1,"Yes! 
"
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,listener,Providing Suggestions,,I think just keep on trying to get through to him or her. Just talk to them in a calm manner they will come around.
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,speaker,,,"That is great advice. Thank you so much!
"
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,listener,Other,,Your very welcome
Current Experience,anger,problems with friends,My child talked back to me and is rude!I am so upset with the lack of respect.,speaker,,1,"I hope you are fine with your teenager and not upset either.
"
Current Experience,sadness,job crisis,The conversation between me and my manager,listener,Other,,hello!!
Current Experience,sadness,job crisis,The conversation between me and my manager,speaker,,,hi
Current Experience,sadness,job crisis,The conversation between me and my manager,listener,Questions,,how is your  day?
Current Experience,sadness,job crisis,The conversation between me and my manager,speaker,,3,really gud
Current Experience,sadness,job crisis,The conversation between me and my manager,speaker,,,wat about u
Current Experience,sadness,job crisis,The conversation between me and my manager,listener,Affirmation and Reassurance,,yeah its superb
Current Experience,sadness,job crisis,The conversation between me and my manager,speaker,,,did u do this task before
Current Experience,sadness,job crisis,The conversation between me and my manager,listener,Self-disclosure,,yeah i did
Current Experience,sadness,job crisis,The conversation between me and my manager,speaker,,3,its first task for me
Current Experience,sadness,job crisis,The conversation between me and my manager,listener,Questions,,what about you?
Current Experience,sadness,job crisis,The conversation between me and my manager,speaker,,,"i dont no how it works
"
Current Experience,sadness,job crisis,The conversation between me and my manager,listener,Reflection of feelings,,i guessed
Current Experience,sadness,job crisis,The conversation between me and my manager,speaker,,4,"were do u work
"
Current Experience,sadness,job crisis,The conversation between me and my manager,listener,Information,,Its like other tasks you being a support seeker has some problem or bad mood you chat with a support seeker to get better out of the bad mood
Current Experience,sadness,job crisis,The conversation between me and my manager,speaker,,,ok
Current Experience,sadness,job crisis,The conversation between me and my manager,listener,Other,, i am currently unemployed
Current Experience,sadness,job crisis,The conversation between me and my manager,speaker,,4,oh sorry for that
Current Experience,sadness,job crisis,The conversation between me and my manager,listener,Self-disclosure,,no problem
Current Experience,sadness,job crisis,The conversation between me and my manager,listener,Questions,,if you had anything to ask you can
Current Experience,sadness,job crisis,The conversation between me and my manager,speaker,,4,did u liked ur previous job
Current Experience,sadness,job crisis,The conversation between me and my manager,speaker,,,did u faced any job crisis at ur job
Current Experience,sadness,job crisis,The conversation between me and my manager,listener,Affirmation and Reassurance,,yeah I loved my previous job due to pandemic i lost it
Current Experience,sadness,job crisis,The conversation between me and my manager,speaker,,,same me too
Current Experience,sadness,job crisis,The conversation between me and my manager,listener,Reflection of feelings,,that's bad  
Current Experience,sadness,job crisis,The conversation between me and my manager,speaker,,4,s its really bad
Current Experience,sadness,job crisis,The conversation between me and my manager,listener,Other,,yeah  what are you currently doing 
Current Experience,sadness,job crisis,The conversation between me and my manager,speaker,,,searching for job
Current Experience,sadness,job crisis,The conversation between me and my manager,speaker,,,i am gonna quit
Current Experience,sadness,job crisis,The conversation between me and my manager,listener,Affirmation and Reassurance,,hope you 'll get a job soon
Current Experience,sadness,job crisis,The conversation between me and my manager,speaker,,5,thank u
Current Experience,sadness,job crisis,The conversation between me and my manager,listener,Other,,ok bye
Previous Experience,anxiety,job crisis,My hours at work have been cut and i am worried about how i will pay my bills,speaker,,,hi
Previous Experience,anxiety,job crisis,My hours at work have been cut and i am worried about how i will pay my bills,listener,Questions,,hey friend! how are you doing?
Previous Experience,anxiety,job crisis,My hours at work have been cut and i am worried about how i will pay my bills,speaker,,,"not to well, how about you?"
Previous Experience,anxiety,job crisis,My hours at work have been cut and i am worried about how i will pay my bills,listener,Reflection of feelings,,"im in a really good place. i'd love to hear more about whats going on for you, if you're willing to share."
